region,categorie,typeCategorie,annee,pourcentage
Bretagne;inactifs non tudiant;categorie socioprofessionnelle;2012;28,02867384
Bretagne;inactifs non tudiant;categorie socioprofessionnelle;2013;31,33824963
Bretagne;inactifs non tudiant;categorie socioprofessionnelle;2014;33,93879493
Bretagne;inactifs non tudiant;categorie socioprofessionnelle;2015;35,48331382
Centre;inactifs non tudiant;categorie socioprofessionnelle;2005;30,4
Centre;inactifs non tudiant;categorie socioprofessionnelle;2006;27,5
Centre;inactifs non tudiant;categorie socioprofessionnelle;2007;21,4
Centre;inactifs non tudiant;categorie socioprofessionnelle;2008;22,55406797
Centre;inactifs non tudiant;categorie socioprofessionnelle;2009;26,44628099
Centre;inactifs non tudiant;categorie socioprofessionnelle;2010;27,34499205
Centre;inactifs non tudiant;categorie socioprofessionnelle;2011;24,21052632
Centre;inactifs non tudiant;categorie socioprofessionnelle;2012;26,62889518
Centre;inactifs non tudiant;categorie socioprofessionnelle;2013;28,16327061
Centre;inactifs non tudiant;categorie socioprofessionnelle;2014;31,70913908
Centre;inactifs non tudiant;categorie socioprofessionnelle;2015;33,35696124
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2005;17,5
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2006;23,5
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2007;19,2
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2008;26,63185379
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2009;27,10997442
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2010;32,54901961
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2011;30,23872679
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2012;21,59090909
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2013;26,39393276
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2014;28,98958015
Champagne-Ardenne;inactifs non tudiant;categorie socioprofessionnelle;2015;30,78546981
Corse;inactifs non tudiant;categorie socioprofessionnelle;2005;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2006;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2007;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2008;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2009;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2010;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2011;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2012;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2013;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2014;
Corse;inactifs non tudiant;categorie socioprofessionnelle;2015;
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2005;23,2
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2006;22,6
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2007;21,5
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2008;27,59562842
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2009;28,49740933
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2010;29,84496124
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2011;31,97674419
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2012;29,46175637
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2013;30,17530342
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2014;29,43815438
Franche-Comt;inactifs non tudiant;categorie socioprofessionnelle;2015;34,59238886
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2005;24
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2006;24
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2007;22,4
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2008;26,24356775
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2009;24,66666667
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2010;28,86075949
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2011;33,16326531
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2012;28,43295638
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2013;28,17780456
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2014;34,63016231
Haute-Normandie;inactifs non tudiant;categorie socioprofessionnelle;2015;32,84022691
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2005;21
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2006;20,7
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2007;20,9
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2008;19,1630373
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2009;20,50940886
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2010;23,72502792
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2011;24,71431008
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2012;22,1286031
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2013;24,77155552
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2014;25,83284577
Ile-de-France;inactifs non tudiant;categorie socioprofessionnelle;2015;25,00465242
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2005;38,1
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2006;35,3
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2007;27,4
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2008;30,21885522
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2009;33,5589942
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2010;34,54172367
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2011;36,492891
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2012;34,75836431
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2013;33,5871413
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2014;36,73354929
Languedoc-Roussillon;inactifs non tudiant;categorie socioprofessionnelle;2015;35,82866149
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2005;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2006;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2007;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2008;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2009;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2010;29,33333333
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2011;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2012;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2013;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2014;
Limousin;inactifs non tudiant;categorie socioprofessionnelle;2015;
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2005;25,4
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2006;24,7
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2007;21,1
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2008;21,15812918
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2009;18,59688196
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2010;26,15384615
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2011;26,38248848
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2012;28,83172562
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2013;27,62554773
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2014;29,98945611
Lorraine;inactifs non tudiant;categorie socioprofessionnelle;2015;25,57002838
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2005;22,5
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2006;27,3
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2007;24,8
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2008;22,11280215
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2009;24,59436379
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2010;26,66274279
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2011;27,63371151
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2012;26,31578947
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2013;28,82045996
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2014;29,21529004
Midi-Pyrnes;inactifs non tudiant;categorie socioprofessionnelle;2015;31,25980845
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2005;22,5
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2006;25,5
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2007;22,6
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2008;27,58152174
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2009;26,73942701
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2010;28,66698519
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2011;30,82239115
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2012;29,57252978
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2013;28,72800236
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2014;32,68532963
Nord-Pas-de-Calais;inactifs non tudiant;categorie socioprofessionnelle;2015;33,95252826
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2005;27,7
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2006;29,1
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2007;21,7
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2008;22,58292167
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2009;24,91153574
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2010;28,28235294
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2011;30,23743017
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2012;26,01902174
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2013;27,89268799
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2014;30,41880704
Pays de la Loire;inactifs non tudiant;categorie socioprofessionnelle;2015;27,28109441
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2005;29,7
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2006;27,7
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2007;21,4
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2008;24,69982847
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2009;21,9924812
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2010;27,3989899
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2011;27,6867031
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2012;28,15533981
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2013;29,7432329
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2014;32,94532962
Picardie;inactifs non tudiant;categorie socioprofessionnelle;2015;27,77430472
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2005;32,1
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2006;34,3
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2007;27,7
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2008;31,41025641
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2009;31,31147541
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2010;34,72222222
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2011;33,84853168
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2012;34,62068966
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2013;35,539546
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2014;36,73598238
Poitou-Charentes;inactifs non tudiant;categorie socioprofessionnelle;2015;37,63289516
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2005;30,2
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2006;29,9
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2007;27,1
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2008;27,49490835
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2009;29,7755884
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2010;32,73787824
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2011;32,68041237
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2012;30,78158458
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2013;35,05068348
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2014;36,17760179
Provence-Alpes-Cte-d'Azur;inactifs non tudiant;categorie socioprofessionnelle;2015;35,09647574
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2005;24,9
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2006;25,6
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2007;19,8
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2008;21,74757282
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2009;21,91051136
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2010;27,07305035
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2011;26,93389592
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2012;27,06521739
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2013;28,76240717
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2014;28,83476897
Rhne-Alpes;inactifs non tudiant;categorie socioprofessionnelle;2015;30,91356277
Alsace;habitus assidus;habitudes;2005;6,3
Alsace;habitus assidus;habitudes;2006;4,6
Alsace;habitus assidus;habitudes;2007;4,9
Alsace;habitus assidus;habitudes;2008;3,664921466
Alsace;habitus assidus;habitudes;2009;4,249667995
Alsace;habitus assidus;habitudes;2010;4,612706701
Alsace;habitus assidus;habitudes;2011;4,988123515
Alsace;habitus assidus;habitudes;2012;2,996254682
Alsace;habitus assidus;habitudes;2013;2,264795433
Alsace;habitus assidus;habitudes;2014;4,15091928
Alsace;habitus assidus;habitudes;2015;5,609559246
Aquitaine;habitus assidus;habitudes;2005;7,1
Aquitaine;habitus assidus;habitudes;2006;5,8
Aquitaine;habitus assidus;habitudes;2007;3,8
Aquitaine;habitus assidus;habitudes;2008;3,235990529
Aquitaine;habitus assidus;habitudes;2009;4,797353184
Aquitaine;habitus assidus;habitudes;2010;5
Aquitaine;habitus assidus;habitudes;2011;4,674945215
Aquitaine;habitus assidus;habitudes;2012;4,347826087
Aquitaine;habitus assidus;habitudes;2013;3,362423436
Aquitaine;habitus assidus;habitudes;2014;4,905366965
Aquitaine;habitus assidus;habitudes;2015;3,105356418
Auvergne;habitus assidus;habitudes;2005;5,2
Auvergne;habitus assidus;habitudes;2006;4
Auvergne;habitus assidus;habitudes;2007;3,3
Auvergne;habitus assidus;habitudes;2008;2,43902439
Auvergne;habitus assidus;habitudes;2009;0,64516129
Auvergne;habitus assidus;habitudes;2010;1,351351351
Auvergne;habitus assidus;habitudes;2011;1,165501166
Auvergne;habitus assidus;habitudes;2012;2,731092437
Auvergne;habitus assidus;habitudes;2013;3,100292002
Auvergne;habitus assidus;habitudes;2014;2,289635249
Auvergne;habitus assidus;habitudes;2015;2,888738342
Basse-Normandie;habitus assidus;habitudes;2005;3,2
Basse-Normandie;habitus assidus;habitudes;2006;2,6
Basse-Normandie;habitus assidus;habitudes;2007;1,3
Basse-Normandie;habitus assidus;habitudes;2008;3,368421053
Basse-Normandie;habitus assidus;habitudes;2009;2,921348315
Basse-Normandie;habitus assidus;habitudes;2010;3,951890034
Basse-Normandie;habitus assidus;habitudes;2011;2,450980392
Basse-Normandie;habitus assidus;habitudes;2012;4,651162791
Basse-Normandie;habitus assidus;habitudes;2013;1,191060629
Basse-Normandie;habitus assidus;habitudes;2014;3,010088309
Basse-Normandie;habitus assidus;habitudes;2015;4,295742565
Bourgogne;habitus assidus;habitudes;2005;3,5
Bourgogne;habitus assidus;habitudes;2006;3,6
Bourgogne;habitus assidus;habitudes;2007;3
Bourgogne;habitus assidus;habitudes;2008;2,807017544
Bourgogne;habitus assidus;habitudes;2009;2
Bourgogne;habitus assidus;habitudes;2010;3,452685422
Bourgogne;habitus assidus;habitudes;2011;2,659574468
Bourgogne;habitus assidus;habitudes;2012;3,400309119
Bourgogne;habitus assidus;habitudes;2013;4,168922407
Bourgogne;habitus assidus;habitudes;2014;2,548298976
Bourgogne;habitus assidus;habitudes;2015;1,979106655
Bretagne;habitus assidus;habitudes;2005;4
Bretagne;habitus assidus;habitudes;2006;2,9
Bretagne;habitus assidus;habitudes;2007;2,1
Bretagne;habitus assidus;habitudes;2008;2,89975145
Bretagne;habitus assidus;habitudes;2009;2,747252747
Bretagne;habitus assidus;habitudes;2010;3,691813804
Bretagne;habitus assidus;habitudes;2011;4,127725857
Bretagne;habitus assidus;habitudes;2012;3,655913978
Bretagne;habitus assidus;habitudes;2013;4,548595826
Bretagne;habitus assidus;habitudes;2014;4,392821592
Bretagne;habitus assidus;habitudes;2015;3,733688566
Centre;habitus assidus;habitudes;2005;4,5
Centre;habitus assidus;habitudes;2006;3,8
Centre;habitus assidus;habitudes;2007;3,3
Centre;habitus assidus;habitudes;2008;2,677651905
Centre;habitus assidus;habitudes;2009;4,23553719
Centre;habitus assidus;habitudes;2010;4,372019078
Centre;habitus assidus;habitudes;2011;3,789473684
Centre;habitus assidus;habitudes;2012;3,871576959
Centre;habitus assidus;habitudes;2013;3,427943738
Centre;habitus assidus;habitudes;2014;4,0955537
Centre;habitus assidus;habitudes;2015;3,418481281
Champagne-Ardenne;habitus assidus;habitudes;2005;1,2
Champagne-Ardenne;habitus assidus;habitudes;2006;2,7
Champagne-Ardenne;habitus assidus;habitudes;2007;2,2
Champagne-Ardenne;habitus assidus;habitudes;2008;2,088772846
Champagne-Ardenne;habitus assidus;habitudes;2009;3,836317136
Champagne-Ardenne;habitus assidus;habitudes;2010;2,941176471
Champagne-Ardenne;habitus assidus;habitudes;2011;2,387267905
Champagne-Ardenne;habitus assidus;habitudes;2012;2,045454545
Champagne-Ardenne;habitus assidus;habitudes;2013;2,907220254
Champagne-Ardenne;habitus assidus;habitudes;2014;3,442526489
Champagne-Ardenne;habitus assidus;habitudes;2015;2,772316131
Corse;habitus assidus;habitudes;2005;
Corse;habitus assidus;habitudes;2006;
Corse;habitus assidus;habitudes;2007;
Corse;habitus assidus;habitudes;2008;
Corse;habitus assidus;habitudes;2009;
Corse;habitus assidus;habitudes;2010;
Corse;habitus assidus;habitudes;2011;
Corse;habitus assidus;habitudes;2012;
Corse;habitus assidus;habitudes;2013;
Corse;habitus assidus;habitudes;2014;
Corse;habitus assidus;habitudes;2015;
Franche-Comt;habitus assidus;habitudes;2005;4,8
Franche-Comt;habitus assidus;habitudes;2006;3,1
Franche-Comt;habitus assidus;habitudes;2007;2,2
Franche-Comt;habitus assidus;habitudes;2008;1,639344262
Franche-Comt;habitus assidus;habitudes;2009;2,849740933
Franche-Comt;habitus assidus;habitudes;2010;1,937984496
Franche-Comt;habitus assidus;habitudes;2011;2,325581395
Franche-Comt;habitus assidus;habitudes;2012;4,249291785
Franche-Comt;habitus assidus;habitudes;2013;3,499271777
Franche-Comt;habitus assidus;habitudes;2014;4,28381027
Franche-Comt;habitus assidus;habitudes;2015;4,275275957
Haute-Normandie;habitus assidus;habitudes;2005;4,8
Haute-Normandie;habitus assidus;habitudes;2006;3,1
Haute-Normandie;habitus assidus;habitudes;2007;3,5
Haute-Normandie;habitus assidus;habitudes;2008;3,259005146
Haute-Normandie;habitus assidus;habitudes;2009;3,833333333
Haute-Normandie;habitus assidus;habitudes;2010;3,924050633
Haute-Normandie;habitus assidus;habitudes;2011;4,421768707
Haute-Normandie;habitus assidus;habitudes;2012;4,038772213
Haute-Normandie;habitus assidus;habitudes;2013;5,027372886
Haute-Normandie;habitus assidus;habitudes;2014;7,113388199
Haute-Normandie;habitus assidus;habitudes;2015;4,632550999
Ile-de-France;habitus assidus;habitudes;2005;13,3
Ile-de-France;habitus assidus;habitudes;2006;10,9
Ile-de-France;habitus assidus;habitudes;2007;9,1
Ile-de-France;habitus assidus;habitudes;2008;8,558985041
Ile-de-France;habitus assidus;habitudes;2009;8,952670595
Ile-de-France;habitus assidus;habitudes;2010;9,604169252
Ile-de-France;habitus assidus;habitudes;2011;9,79020979
Ile-de-France;habitus assidus;habitudes;2012;9,379157428
Ile-de-France;habitus assidus;habitudes;2013;8,285398284
Ile-de-France;habitus assidus;habitudes;2014;9,731230617
Ile-de-France;habitus assidus;habitudes;2015;9,341822944
Languedoc-Roussillon;habitus assidus;habitudes;2005;5,2
Languedoc-Roussillon;habitus assidus;habitudes;2006;3,6
Languedoc-Roussillon;habitus assidus;habitudes;2007;3,1
Languedoc-Roussillon;habitus assidus;habitudes;2008;2,272727273
Languedoc-Roussillon;habitus assidus;habitudes;2009;3,094777563
Languedoc-Roussillon;habitus assidus;habitudes;2010;3,283173735
Languedoc-Roussillon;habitus assidus;habitudes;2011;2,938388626
Languedoc-Roussillon;habitus assidus;habitudes;2012;3,810408922
Languedoc-Roussillon;habitus assidus;habitudes;2013;4,314929434
Languedoc-Roussillon;habitus assidus;habitudes;2014;4,463947291
Languedoc-Roussillon;habitus assidus;habitudes;2015;3,688055051
Limousin;habitus assidus;habitudes;2005;
Limousin;habitus assidus;habitudes;2006;
Limousin;habitus assidus;habitudes;2007;
Limousin;habitus assidus;habitudes;2008;
Limousin;habitus assidus;habitudes;2009;
Limousin;habitus assidus;habitudes;2010;2,666666667
Limousin;habitus assidus;habitudes;2011;
Limousin;habitus assidus;habitudes;2012;
Limousin;habitus assidus;habitudes;2013;
Limousin;habitus assidus;habitudes;2014;
Limousin;habitus assidus;habitudes;2015;
Lorraine;habitus assidus;habitudes;2005;6,4
Lorraine;habitus assidus;habitudes;2006;5
Lorraine;habitus assidus;habitudes;2007;5
Lorraine;habitus assidus;habitudes;2008;3,006681514
Lorraine;habitus assidus;habitudes;2009;1,893095768
Lorraine;habitus assidus;habitudes;2010;3,230769231
Lorraine;habitus assidus;habitudes;2011;3,571428571
Lorraine;habitus assidus;habitudes;2012;3,32261522
Lorraine;habitus assidus;habitudes;2013;3,648865694
Lorraine;habitus assidus;habitudes;2014;3,082055224
Lorraine;habitus assidus;habitudes;2015;4,21182243
Midi-Pyrnes;habitus assidus;habitudes;2005;5
Midi-Pyrnes;habitus assidus;habitudes;2006;3,4
Midi-Pyrnes;habitus assidus;habitudes;2007;3,8
Midi-Pyrnes;habitus assidus;habitudes;2008;3,491495076
Midi-Pyrnes;habitus assidus;habitudes;2009;5,550811272
Midi-Pyrnes;habitus assidus;habitudes;2010;5,356091819
Midi-Pyrnes;habitus assidus;habitudes;2011;5,429497569
Midi-Pyrnes;habitus assidus;habitudes;2012;5,435720449
Midi-Pyrnes;habitus assidus;habitudes;2013;3,876663327
Midi-Pyrnes;habitus assidus;habitudes;2014;5,498309815
Midi-Pyrnes;habitus assidus;habitudes;2015;3,679825761
Nord-Pas-de-Calais;habitus assidus;habitudes;2005;3,5
Nord-Pas-de-Calais;habitus assidus;habitudes;2006;2,7
Nord-Pas-de-Calais;habitus assidus;habitudes;2007;2,5
Nord-Pas-de-Calais;habitus assidus;habitudes;2008;2,581521739
Nord-Pas-de-Calais;habitus assidus;habitudes;2009;3,410641201
Nord-Pas-de-Calais;habitus assidus;habitudes;2010;3,631151457
Nord-Pas-de-Calais;habitus assidus;habitudes;2011;4,561161023
Nord-Pas-de-Calais;habitus assidus;habitudes;2012;4,625087596
Nord-Pas-de-Calais;habitus assidus;habitudes;2013;5,133523269
Nord-Pas-de-Calais;habitus assidus;habitudes;2014;4,877520675
Nord-Pas-de-Calais;habitus assidus;habitudes;2015;5,253435518
Pays de la Loire;habitus assidus;habitudes;2005;4,3
Pays de la Loire;habitus assidus;habitudes;2006;3,7
Pays de la Loire;habitus assidus;habitudes;2007;3
Pays de la Loire;habitus assidus;habitudes;2008;2,822865208
Pays de la Loire;habitus assidus;habitudes;2009;2,760084926
Pays de la Loire;habitus assidus;habitudes;2010;3,152941176
Pays de la Loire;habitus assidus;habitudes;2011;2,793296089
Pays de la Loire;habitus assidus;habitudes;2012;3,940217391
Pays de la Loire;habitus assidus;habitudes;2013;3,285970779
Pays de la Loire;habitus assidus;habitudes;2014;4,40031503
Pays de la Loire;habitus assidus;habitudes;2015;4,321546408
Picardie;habitus assidus;habitudes;2005;3,2
Picardie;habitus assidus;habitudes;2006;1,6
Picardie;habitus assidus;habitudes;2007;1,7
Picardie;habitus assidus;habitudes;2008;2,058319039
Picardie;habitus assidus;habitudes;2009;1,879699248
Picardie;habitus assidus;habitudes;2010;2,272727273
Picardie;habitus assidus;habitudes;2011;2,9143898
Picardie;habitus assidus;habitudes;2012;3,883495146
Picardie;habitus assidus;habitudes;2013;3,185224338
Picardie;habitus assidus;habitudes;2014;3,877093734
Picardie;habitus assidus;habitudes;2015;4,176880946
Poitou-Charentes;habitus assidus;habitudes;2005;4,4
Poitou-Charentes;habitus assidus;habitudes;2006;4
Poitou-Charentes;habitus assidus;habitudes;2007;3
Poitou-Charentes;habitus assidus;habitudes;2008;2,884615385
Poitou-Charentes;habitus assidus;habitudes;2009;1,967213115
Poitou-Charentes;habitus assidus;habitudes;2010;1,62037037
Poitou-Charentes;habitus assidus;habitudes;2011;2,163833076
Poitou-Charentes;habitus assidus;habitudes;2012;4,275862069
Poitou-Charentes;habitus assidus;habitudes;2013;3,808155903
Poitou-Charentes;habitus assidus;habitudes;2014;5,314839788
Poitou-Charentes;habitus assidus;habitudes;2015;5,008023121
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2005;5,3
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2006;3,6
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2007;3,9
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2008;3,615071283
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2009;3,612479475
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2010;4,374772147
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2011;4,175257732
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2012;4,122055675
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2013;4,319439479
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2014;4,331926933
Provence-Alpes-Cte-d'Azur;habitus assidus;habitudes;2015;4,191735586
Rhne-Alpes;habitus assidus;habitudes;2005;5
Rhne-Alpes;habitus assidus;habitudes;2006;4,5
Rhne-Alpes;habitus assidus;habitudes;2007;3,7
Rhne-Alpes;habitus assidus;habitudes;2008;3,45631068
Rhne-Alpes;habitus assidus;habitudes;2009;4,6875
Rhne-Alpes;habitus assidus;habitudes;2010;4,466929911
Rhne-Alpes;habitus assidus;habitudes;2011;5,063291139
Rhne-Alpes;habitus assidus;habitudes;2012;4,239130435
